0,0,,,,,
2.6229,0,1.0752,,,,
11.6413,0.692,6.4969,4.4169,,,
8.3307,1.1458,4.4174,2.2571,8.4351,,
10.0446,2.1554,2.3028,9.3163,9.1788,14.9247,
9.0114,0.2885,3.6781,4.3917,4.2337,6.2689,6.2477
