0,0,,,,,
5.09626749,0,3.666015625,,,,
3.937756093,2,2.86174945,1.615975005,,,
3.938683665,3.029586315,5.523113143,2.94422046,2.176720399,,
3.5408,4,4.351615425,2.38791151,3.035799887,2.57717073,
5.238742038,4,3.409640847,4.571464353,3.472211068,3.408907464,1.363413736
